NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,SiteEnergyUse(kBtu),BuildingAge,Energy_per_m2,GHG_per_m2,Carbon_intensity_ratio,Age_x_Size,ENERGY_vs_type_mean,GHG_vs_type_mean
2,49965,82.0,3377209.75,13,67.59150905633943,0.0005912138496947864,8.746865663289051e-06,649545,2274415.943082143,33.59196428571429
2,20028,95.0,511797.4063,87,25.55409458258438,0.0007100059916117436,2.7784431544509766e-05,1742436,2628999.7780914395,34.69634241245136
7,23622,100.0,552007.5,116,23.368364236728475,0.00042121750910168484,1.8025117412353997e-05,2740152,2628999.7780914395,34.69634241245136
3,23563,67.0,883197.6875,114,37.48239559903238,0.0002614268132241226,6.9746559430388e-06,2686182,2628999.7780914395,34.69634241245136
2,26160,55.0,2186018.5,38,83.56339831804281,0.0005825688073394495,6.971578694324865e-06,994080,2274415.943082143,33.59196428571429
5,26840,24.0,1989287.0,110,74.11650521609538,0.0005167660208643815,6.972347378734189e-06,2952400,2628999.7780914395,34.69634241245136
2,46800,86.0,1245187.5,110,26.606570512820515,0.00018547008547008546,6.970837725242183e-06,5148000,2274415.943082143,33.59196428571429
3,37350,51.0,2067352.5,37,55.3508032128514,0.0003917001338688086,7.076683826294742e-06,1381950,2628999.7780914395,34.69634241245136
3,28800,50.0,1345025.75,108,46.70228298611111,0.0010003472222222221,2.1419664270368057e-05,3110400,2628999.7780914395,34.69634241245136
3,28584,75.0,1696978.75,62,59.3681342709208,0.002114119787293591,3.5610345739450185e-05,1772208,2628999.7780914395,34.69634241245136
2,26270,32.0,1560461.75,85,59.40090407308717,0.0012858774267224971,2.1647438650771157e-05,2232950,2274415.943082143,33.59196428571429
3,49800,50.0,2385395.0,90,47.89949799196787,0.0003339357429718875,6.971591707033845e-06,4482000,2628999.7780914395,34.69634241245136
5,57800,87.0,2443065.25,26,42.267564878892735,0.001146885813148789,2.7133945767514806e-05,1502800,3010660.921875,84.3
2,31890,2.0,1858224.625,61,58.26982204452806,0.00040608341172781434,6.969017537371188e-06,1945290,3669635.28125,56.4375
2,30438,53.0,1441900.5,91,47.37172284644195,0.0013696694920822656,2.8913229449604877e-05,2769858,2628999.7780914395,34.69634241245136
4,26670,51.0,1553208.375,64,58.238034308211475,0.00040607424071991,6.97266392218623e-06,1706880,2247036.2352941176,32.411764705882355
4,44416,61.0,2669564.25,49,60.10366196865994,0.001638598703170029,2.7262876328973916e-05,2176384,3010660.921875,84.3
2,45991,77.0,1145535.75,88,24.9078243569394,0.0007921115000761018,3.1801713739619215e-05,4047208,997971.7780206897,35.177241379310345
3,21499,85.0,605130.6875,95,28.146922531280524,0.00019628819945113725,6.97370020587495e-06,2042405,2395087.953125,53.75333333333333
2,20384,16.0,1791071.375,27,87.86653134811617,0.0006823979591836735,7.766301329002033e-06,550368,2628999.7780914395,34.69634241245136
2,54284,18.0,6778694.0,60,124.87462235649546,0.0011718001621103824,9.383813460232901e-06,3257040,2274415.943082143,33.59196428571429
1,23409,67.0,2545405.0,60,108.73616984920329,0.0012136357811098296,1.116128867508314e-05,1404540,2274415.943082143,33.59196428571429
4,32356,81.0,1857154.75,89,57.3975383236494,0.002315490171838299,4.034128012218691e-05,2879684,3669635.28125,56.4375
7,48220,24.0,3993913.25,56,82.82690273745334,0.0026192451265035256,3.162312050718678e-05,2700320,3010660.921875,84.3
5,32256,51.0,3460275.5,38,107.27540612599206,0.0030738467261904765,2.865378782700973e-05,1225728,2628999.7780914395,34.69634241245136
2,23931,88.0,496477.3125,106,20.74620001253604,0.0007797417575529648,3.7584799003277716e-05,2536686,997971.7780206897,35.177241379310345
2,21393,57.0,845961.375,68,39.54384027485626,0.0015257327163090732,3.858332184492466e-05,1454724,997971.7780206897,35.177241379310345
2,47560,80.0,1132489.625,26,23.81180876787216,0.0006986963835155592,2.9342432165769287e-05,1236560,1418871.6024444446,33.09
6,62334,100.0,1076733.25,10,17.273610710045883,0.0005611704687650399,3.248715501262731e-05,623340,2578887.625,52.905
2,21600,72.0,1261536.75,59,58.40447916666667,0.001799537037037037,3.0811627168213685e-05,1274400,1996164.7493421054,56.04810526315789
3,22860,43.0,931148.625,21,40.732660761154854,0.00028390201224846894,6.969886252047035e-06,480060,1996164.7493421054,56.04810526315789
1,26366,88.0,888031.875,44,33.680948001213686,0.0012220283698702874,3.628248141430734e-05,1160104,997971.7780206897,35.177241379310345
2,21732,2.0,860364.1875,51,39.58973805908338,0.0010854960427020062,2.7418621489286477e-05,1108332,997971.7780206897,35.177241379310345
1,38624,83.0,1424157.25,58,36.87233973695112,0.0010040389395194699,2.7230139087520007e-05,2240192,1996164.7493421054,56.04810526315789
3,32960,71.0,813641.0,116,24.68570995145631,0.0001720266990291262,6.968675374028595e-06,3823360,2274415.943082143,33.59196428571429
3,20571,72.0,716279.6875,86,34.81987688979631,0.0002425744980798211,6.966552433472435e-06,1769106,3010660.921875,84.3
2,47992,17.0,3040195.5,90,63.347964244040675,0.002466452742123687,3.8934996121137605e-05,4319280,997971.7780206897,35.177241379310345
3,28572,16.0,2717863.25,23,95.12331128377433,0.0031348873022539548,3.2956036327434795e-05,657156,2395087.953125,53.75333333333333
2,31386,52.0,1128179.125,16,35.94529806283056,0.0008647167526922832,2.4056463551388614e-05,502176,997971.7780206897,35.177241379310345
2,57619,68.0,2641681.75,4,45.847407105295126,0.0003484961557819469,7.601218428374273e-06,230476,2628999.7780914395,34.69634241245136
1,55206,75.0,2345752.5,45,42.49089772850777,0.001120168097670543,2.636254251034583e-05,2484270,1996164.7493421054,56.04810526315789
3,78374,98.0,3321035.75,35,42.37420254165922,0.0002953785694235333,6.97071689156011e-06,2743090,2578887.625,52.905
5,39960,77.0,2178690.5,116,54.52178428428429,0.0012507507507507508,2.2940385520568432e-05,4635360,2628999.7780914395,34.69634241245136
6,35820,94.0,3321603.0,107,92.73040201005026,0.0036454494695700728,3.93123440700168e-05,3832740,3010660.921875,84.3
3,49744,98.0,2096835.5,51,42.15253095850756,0.0017949903505950467,4.258321647072458e-05,2536944,1996164.7493421054,56.04810526315789
2,37816,60.0,1411305.5,93,37.32032737465623,0.001148984556801354,3.078709747818598e-05,3516888,997971.7780206897,35.177241379310345
2,25762,100.0,1906384.875,70,73.99987869730612,0.0005158760965763528,6.971310029932964e-06,1803340,5155351.229166667,61.555
3,43387,60.0,2686765.0,35,61.92557678567313,0.0007871021273653398,1.2710452905259671e-05,1518545,2628999.7780914395,34.69634241245136
1,37500,36.0,1811506.375,31,48.30683666666667,0.0003509333333333333,7.264672198572859e-06,1162500,1334609.24919344,29.69568
2,39000,25.0,2615247.75,26,67.05763461538461,0.0008697435897435898,1.2970090500985998e-05,1014000,2247036.2352941176,32.411764705882355
1,51704,62.0,1799402.75,45,34.8020027464026,0.0008061271855175615,2.316324124768621e-05,2326680,1996164.7493421054,56.04810526315789
1,29740,57.0,1467060.25,55,49.32953093476799,0.0006664425016812374,1.351001092150101e-05,1635700,2628999.7780914395,34.69634241245136
2,39170,81.0,2130673.75,46,54.39555144243043,0.0016099055399540466,2.959627207121691e-05,1801820,2628999.7780914395,34.69634241245136
1,20000,75.0,557863.6875,102,27.893184375,0.0001945,6.9730295897777e-06,2040000,2274415.943082143,33.59196428571429
2,32400,91.0,248616.0,61,7.673333333333333,5.339506172839506e-05,6.958522379895099e-06,1976400,1334609.24919344,29.69568
1,26680,92.0,243518.2031,61,9.127368931784108,6.371814092953523e-05,6.98099763532626e-06,1627480,1418871.6024444446,33.09
1,31521,6.0,1788148.0,63,56.728783985279655,0.0019577424574093462,3.451056623948353e-05,1985823,1334609.24919344,29.69568
1,35579,72.0,1096646.25,18,30.82285196323674,0.0010975575479917929,3.560856566098685e-05,640422,1418871.6024444446,33.09
1,49950,77.0,238969.7031,41,4.784178240240241,3.3433433433433435e-05,6.988333576751219e-06,2047950,1418871.6024444446,33.09
3,62078,97.0,1955013.5,15,31.492855762105737,0.0008165533683430523,2.592820970289975e-05,931170,1996164.7493421054,56.04810526315789
2,22612,87.0,731321.8125,69,32.34219938528215,0.001397488059437467,4.320943182588308e-05,1560228,997971.7780206897,35.177241379310345
1,30545,12.0,1577040.875,78,51.63008266492061,0.0020144049762645276,3.901610983925829e-05,2382510,1334609.24919344,29.69568
3,32691,99.0,971990.3125,94,29.73265768866049,0.0009121776635771313,3.0679318113059897e-05,3072954,1996164.7493421054,56.04810526315789
2,24227,55.0,1086678.125,53,44.85401102076196,0.0019643373096132418,4.3794016742538184e-05,1284031,997971.7780206897,35.177241379310345
1,27000,61.0,651293.3125,60,24.121974537037037,0.0006981481481481482,2.894241294700842e-05,1620000,1418871.6024444446,33.09
3,95501,88.0,3009967.0,17,31.51764902985309,0.0006590506905686851,2.0910528254960934e-05,1623517,1996164.7493421054,56.04810526315789
2,21183,99.0,361542.0938,59,17.067558598876456,0.00011896331964311004,6.97014273915786e-06,1249797,2628999.7780914395,34.69634241245136
3,25558,91.0,755618.1875,55,29.564840265278974,0.00024180295797793252,8.178733786764495e-06,1405690,2628999.7780914395,34.69634241245136
5,82234,62.0,4704936.5,31,57.21400515601819,0.0003988617846632779,6.971401208071564e-06,2549254,2628999.7780914395,34.69634241245136
3,21118,49.0,1361427.75,28,64.46764608390946,0.001870442276730751,2.901365863888113e-05,591304,2395087.953125,53.75333333333333
5,126842,98.0,4489661.0,3,35.395697008877185,0.0005696851200706391,1.609475637470179e-05,380526,2628999.7780914395,34.69634241245136
2,20500,48.0,1326178.125,116,64.69161585365853,0.0005497560975609756,8.49810427992092e-06,2378000,2628999.7780914395,34.69634241245136
2,25521,82.0,605186.3125,86,23.713267994984523,0.000606167469926727,2.556237588403819e-05,2194806,997971.7780206897,35.177241379310345
1,23190,79.0,1705515.25,30,73.54528891763691,0.002938335489435101,3.995273569087113e-05,695700,1996164.7493421054,56.04810526315789
1,20678,98.0,770333.0,56,37.2537479446755,0.0015780056098268693,4.235830478507347e-05,1157968,2628999.7780914395,34.69634241245136
3,28820,43.0,2595783.5,94,90.06882373351839,0.003693615544760583,4.100881294607197e-05,2709080,1996164.7493421054,56.04810526315789
2,27876,69.0,1829981.375,62,65.64720099727364,0.002474171330176496,3.768890817263099e-05,1728312,997971.7780206897,35.177241379310345
1,48789,94.0,1298307.625,91,26.6106627518498,0.0006027998114329049,2.2652566644211153e-05,4439799,1996164.7493421054,56.04810526315789
1,33105,79.0,1725336.25,91,52.11708956351004,0.002107536625887328,4.043849423554394e-05,3012555,1996164.7493421054,56.04810526315789
1,22320,62.0,439065.9063,39,19.671411572580645,0.0001370967741935484,6.969340948803248e-06,870480,1334609.24919344,29.69568
2,40029,69.0,1471914.25,34,36.771197132079244,0.00025631417222513677,6.970514756549167e-06,1360986,2628999.7780914395,34.69634241245136
2,28304,67.0,1269367.5,46,44.84763637648389,0.0003126766534765404,6.971976200745647e-06,1301984,2628999.7780914395,34.69634241245136
2,25872,41.0,2399353.5,47,92.7393900742115,0.003167903525046382,3.415920163494041e-05,1215984,2628999.7780914395,34.69634241245136
1,20500,65.0,222600.0938,47,10.85854116097561,7.560975609756097e-05,6.963159689378352e-06,963500,1334609.24919344,29.69568
2,21436,95.0,534703.6875,58,24.944191430304162,0.00017400634446725134,6.97582621402812e-06,1243288,2628999.7780914395,34.69634241245136
3,23307,94.0,1126157.25,31,48.31841292315613,0.001205217316685974,2.4943230618992153e-05,722517,2628999.7780914395,34.69634241245136
2,25920,5.0,478690.0938,100,18.46798201388889,0.000128858024691358,6.977374387437136e-06,2592000,2274415.943082143,33.59196428571429
2,25920,93.0,1011667.5,97,39.03038194444444,0.0005289351851851852,1.3551883400425536e-05,2514240,2274415.943082143,33.59196428571429
2,25920,75.0,1793851.375,97,69.20722897376544,0.0017932098765432098,2.59107307593975e-05,2514240,2628999.7780914395,34.69634241245136
5,27730,79.0,1291405.25,15,46.570690587811036,0.00032455824017309774,6.96915240200549e-06,415950,2628999.7780914395,34.69634241245136
2,20516,98.0,1021796.625,105,49.804865714564244,0.0020491323844804054,4.1143216733564766e-05,2154180,2274415.943082143,33.59196428571429
3,27480,88.0,1215156.25,110,44.21965975254731,0.0003082241630276565,6.9702970297029706e-06,3022800,2274415.943082143,33.59196428571429
1,46958,95.0,1818867.875,69,38.733929788321475,0.0006456833766344393,1.666970999748951e-05,3240102,2628999.7780914395,34.69634241245136
1,26532,5.0,1934224.25,32,72.9015622644354,0.00250753806723956,3.4396218535673926e-05,849024,1418871.6024444446,33.09
2,35600,47.0,2173143.75,30,61.04336376404494,0.0005151685393258427,8.439386487893403e-06,1068000,2628999.7780914395,34.69634241245136
3,62000,81.0,1799664.125,67,29.02684072580645,0.0013280645161290324,4.5752981823761146e-05,4154000,997971.7780206897,35.177241379310345
2,23600,82.0,776248.6875,35,32.89189353813559,0.00022923728813559324,6.969415970832157e-06,826000,2628999.7780914395,34.69634241245136
3,40067,43.0,2303732.75,30,57.49701125614595,0.0004008286120747747,6.97129473894053e-06,1202010,2628999.7780914395,34.69634241245136
3,19497,67.0,1074989.0,27,55.13612350618044,0.00038416166589731754,6.967513155948573e-06,526419,2628999.7780914395,34.69634241245136
3,25262,54.0,1469556.25,37,58.17260114005225,0.0009441057715145278,1.6229388973712303e-05,934694,2628999.7780914395,34.69634241245136
3,34106,57.0,1619177.125,36,47.47484680114936,0.00033102679880372954,6.972677556817633e-06,1227816,2628999.7780914395,34.69634241245136
3,34545,29.0,2313978.75,36,66.98447676943118,0.00046692719641047904,6.970677669360619e-06,1243620,2628999.7780914395,34.69634241245136
3,70296,86.0,2782066.5,36,39.576455274837826,0.00027583361784454306,6.9696392951067135e-06,2530656,2628999.7780914395,34.69634241245136
4,27838,77.0,1217509.125,114,43.73550991450535,0.0003049788059487032,6.973253691219768e-06,3173532,2628999.7780914395,34.69634241245136
2,39815,62.0,2050600.75,65,51.50322114780862,0.0010101720457114153,1.961376440538218e-05,2587975,2628999.7780914395,34.69634241245136
1,48112,73.0,1485945.875,44,30.88514040156302,0.0002153308945793149,6.971990147353112e-06,2116928,1334609.24919344,29.69568
2,26275,27.0,1772188.5,15,67.44770694576594,0.00047002854424357755,6.968784641137215e-06,394125,2628999.7780914395,34.69634241245136
1,26115,43.0,1689372.625,18,64.68974248516179,0.0014068542982959985,2.174771832827586e-05,470070,2274415.943082143,33.59196428571429
1,26033,78.0,1149140.25,67,44.14167594975608,0.0017412514884953712,3.94468821364494e-05,1744211,997971.7780206897,35.177241379310345
4,48660,82.0,1881516.125,9,38.666587032470204,0.0012737361282367447,3.2941519435556256e-05,437940,1996164.7493421054,56.04810526315789
4,29796,47.0,2233262.0,107,74.9517384883877,0.0026708282991005504,3.563397398066147e-05,3188172,2395087.953125,53.75333333333333
2,26400,36.0,983595.875,96,37.257419507575754,0.0006484848484848485,1.7405522364558513e-05,2534400,2274415.943082143,33.59196428571429
3,38148,98.0,1262255.75,98,33.088386022858344,0.00023068050749711652,6.971645801573889e-06,3738504,2628999.7780914395,34.69634241245136
5,31945,4.0,1806468.0,61,56.549319142275785,0.00039411488495852247,6.969401063290354e-06,1948645,997971.7780206897,35.177241379310345
5,52908,43.0,4480961.0,31,84.69344900582142,0.0005904589098057005,6.971718789786387e-06,1640148,2628999.7780914395,34.69634241245136
4,34680,92.0,1169948.875,116,33.735550028835064,0.0007606689734717416,2.25479938172512e-05,4022880,2274415.943082143,33.59196428571429
1,36504,2.0,2100982.75,101,57.554863850536925,0.0005687047994740303,9.881090170778414e-06,3686904,2274415.943082143,33.59196428571429
6,35200,8.0,2998208.25,109,85.17637073863636,0.00059375,6.970829994881109e-06,3836800,2628999.7780914395,34.69634241245136
5,35840,83.0,1538750.625,109,42.933890206473215,0.0013490513392857143,3.142159568578567e-05,3906560,2628999.7780914395,34.69634241245136
2,25920,60.0,1333432.125,75,51.444140625,0.00035879629629629635,6.974483234382853e-06,1944000,1378786.5625,9.6125
4,30525,17.0,2883139.0,88,94.45172809172809,0.0024114660114660114,2.553120054218683e-05,2686200,2628999.7780914395,34.69634241245136
2,20570,2.0,2946756.25,54,143.2550437530384,0.004158969372873116,2.9031922813432566e-05,1110780,2247036.2352941176,32.411764705882355
3,73549,90.0,2828950.5,106,38.463480128893664,0.0014609308080327402,3.798228353589079e-05,7796194,2628999.7780914395,34.69634241245136
3,37796,55.0,2465983.5,54,65.24456291671076,0.0032651603344269232,5.004494150102789e-05,2040984,997971.7780206897,35.177241379310345
1,36444,80.0,161311.0938,56,4.426273016134343,3.073208209856218e-05,6.94310585599662e-06,2040864,1334609.24919344,29.69568
1,27553,63.0,966677.125,66,35.08427848147207,0.0011472434943563313,3.269964622365508e-05,1818498,1334609.24919344,29.69568
2,45271,57.0,2553763.5,52,56.410582933887035,0.0018272183075257891,3.239140977619893e-05,2354092,2274415.943082143,33.59196428571429
3,16200,62.0,1372213.375,96,84.70452932098766,0.002208024691358025,2.606737454370025e-05,1555200,2628999.7780914395,34.69634241245136
3,26176,95.0,966907.375,90,36.93869861705379,0.0012259321515892421,3.318828755443095e-05,2355840,2628999.7780914395,34.69634241245136
1,37740,1.0,7442314.5,90,197.19964228934816,0.0019470058293587706,9.873272622381117e-06,3396600,2628999.7780914395,34.69634241245136
3,23241,66.0,739210.5,7,31.806312120820962,0.0008880857105976508,2.7921681307286625e-05,162687,997971.7780206897,35.177241379310345
4,38038,84.0,2003807.75,17,52.679103790945895,0.0003672643146327357,6.971726703821761e-06,646646,2628999.7780914395,34.69634241245136
4,40000,92.0,2524228.25,9,63.10570625,0.001945,3.082130152057366e-05,360000,2628999.7780914395,34.69634241245136
6,29910,92.0,7429423.0,3,248.39261116683383,0.0028923436977599465,1.1644242089863507e-05,89730,2628999.7780914395,34.69634241245136
4,35780,77.0,1912760.75,90,53.45893655673561,0.00037255449972051425,6.968984490088476e-06,3220200,2628999.7780914395,34.69634241245136
4,17824,41.0,564754.1875,52,31.685041937836626,0.00022105026929982046,6.976486562129298e-06,926848,2628999.7780914395,34.69634241245136
4,47686,72.0,2071670.25,97,43.443992995847836,0.0016247955374743112,3.739977440907886e-05,4625542,2628999.7780914395,34.69634241245136
4,47265,91.0,1717130.875,26,36.32986089072252,0.00025325293557600765,6.970930506389037e-06,1228890,2843841.6666666665,25.963333333333328
4,36160,47.0,1862176.875,106,51.49825428650443,0.00035896017699115043,6.970336800042155e-06,3832960,2628999.7780914395,34.69634241245136
5,66900,100.0,1634178.25,107,24.427178624813155,0.00021121076233183858,8.646547584389892e-06,7158300,2628999.7780914395,34.69634241245136
3,36959,13.0,3205182.5,16,86.72265212803377,0.0006077004247950432,7.007401294622069e-06,591344,2628999.7780914395,34.69634241245136
5,44860,68.0,3600571.25,52,80.26239968791796,0.0009188586714222024,1.1448183395898636e-05,2332720,2628999.7780914395,34.69634241245136
2,21128,97.0,436604.0938,57,20.664714776599773,0.00014388489208633093,6.962829811194043e-06,1204296,2628999.7780914395,34.69634241245136
4,38520,37.0,2804534.0,57,72.80721703011423,0.0019535306334371753,2.6831552051071585e-05,2195640,3010660.921875,84.3
3,24930,95.0,867184.375,55,34.78477236261532,0.0012121941436020857,3.484841386815808e-05,1371150,3010660.921875,84.3
1,27338,56.0,581289.0,56,21.263040456507426,0.00014814543858365645,6.9672744538430965e-06,1530928,997971.7780206897,35.177241379310345
3,45864,94.0,2590622.0,86,56.484868306296875,0.002516788766788767,4.4556867038109e-05,3944304,2628999.7780914395,34.69634241245136
2,49252,23.0,3485865.5,17,70.77612076666938,0.002130065784130594,3.0095825556092166e-05,837284,1996164.7493421054,56.04810526315789
1,34005,94.0,991918.0,66,29.169769151595354,0.00029848551683575944,1.0232700686951946e-05,2244330,1996164.7493421054,56.04810526315789
1,41221,83.0,2246747.5,67,54.50492467431649,0.001127095412532447,2.0678781215957735e-05,2761807,1996164.7493421054,56.04810526315789
3,33176,89.0,1426279.5,29,42.99130395466602,0.001083916083916084,2.521244959350534e-05,962104,2628999.7780914395,34.69634241245136
2,75605,83.0,2274873.5,16,30.088929303617487,0.0006701937702532901,2.2273765991823283e-05,1209680,1996164.7493421054,56.04810526315789
2,29525,77.0,1297812.75,8,43.956401354784084,0.000827095681625741,1.8816273765225378e-05,236200,1996164.7493421054,56.04810526315789
1,29380,33.0,856088.625,39,29.13848281143635,0.00020319945541184478,6.9735770639400795e-06,1145820,1334609.24919344,29.69568
2,22688,87.0,331675.0,94,14.618961565585332,0.0003116184767277856,2.1316047335494083e-05,2132672,997971.7780206897,35.177241379310345
2,41262,84.0,1903455.875,34,46.13096493141389,0.0003216034123406524,6.9715301385696686e-06,1402908,2628999.7780914395,34.69634241245136
3,45680,79.0,2077039.375,108,45.46933833187391,0.0019003940455341506,4.179506707714677e-05,4933440,997971.7780206897,35.177241379310345
1,23562,96.0,531737.1875,59,22.56757437823614,0.00015745692216280452,6.9771309722436895e-06,1390158,997971.7780206897,35.177241379310345
2,54528,75.0,1972078.625,28,36.16634802303404,0.00025216402582159625,6.972338640909918e-06,1526784,1996164.7493421054,56.04810526315789
2,45594,75.0,1351267.875,102,29.636967035136202,0.00020660613238584024,6.971230630344113e-06,4650588,1504418.3375,20.136
1,28126,44.0,870625.8125,41,30.954483840574557,0.0006623764488373746,2.1398400705010108e-05,1153166,1334609.24919344,29.69568
1,35000,53.0,378714.4063,52,10.820411608571428,7.542857142857144e-05,6.970952137238515e-06,1820000,1334609.24919344,29.69568
1,26150,6.0,1208407.625,54,46.21061663479924,0.0010152963671128108,2.197106295154336e-05,1412100,1334609.24919344,29.69568
2,24000,73.0,1088556.25,49,45.356510416666666,0.00031625,6.972538166952787e-06,1176000,2628999.7780914395,34.69634241245136
5,43594,38.0,2478045.5,48,56.84372849474698,0.001680506491719044,2.9563621814046598e-05,2092512,1996164.7493421054,56.04810526315789
1,22047,100.0,265774.9063,54,12.054923858121285,8.391164330747947e-05,6.9607775457618524e-06,1190538,997971.7780206897,35.177241379310345
1,31600,3.0,3363535.5,37,106.44099683544304,0.003268354430379747,3.070578562349052e-05,1169200,1334609.24919344,29.69568
1,35289,63.0,876425.0,9,24.835642834877724,0.0006772648700728272,2.7269874775365832e-05,317601,1334609.24919344,29.69568
1,28920,50.0,1750419.0,35,60.526244813278005,0.0027693637621023512,4.575475928906165e-05,1012200,1334609.24919344,29.69568
1,22176,60.0,736428.625,38,33.208361516955264,0.0014777236652236654,4.449854186480055e-05,842688,1334609.24919344,29.69568
1,31300,89.0,362874.0,38,11.593418530351437,0.0002900958466453674,2.5022459586523147e-05,1189400,1334609.24919344,29.69568
1,22000,14.0,700627.625,37,31.846710227272727,0.0002218181818181818,6.965183538116985e-06,814000,1334609.24919344,29.69568
3,39927,38.0,3568419.5,42,89.37359430961504,0.0006231372254364214,6.9722744200899025e-06,1676934,2628999.7780914395,34.69634241245136
2,20580,64.0,1002995.0,36,48.73639455782313,0.0003396501457725948,6.9691274632475734e-06,740880,2247036.2352941176,32.411764705882355
2,38745,76.0,2890379.0,48,74.60005161956381,0.0012806813782423538,1.716729882136564e-05,1859760,2247036.2352941176,32.411764705882355
3,38378,86.0,1645605.125,49,42.87886614727187,0.0014000208452759392,3.265060322414832e-05,1880522,2247036.2352941176,32.411764705882355
2,33576,64.0,1275231.75,36,37.980454789135095,0.0014811174648558492,3.899683332068857e-05,1208736,1334609.24919344,29.69568
2,21765,80.0,431390.4063,106,19.820372446588557,0.0007985297495979784,4.028833220716898e-05,2307090,997971.7780206897,35.177241379310345
2,26560,1.0,1751483.875,115,65.94442300451807,0.0024427710843373494,3.7042876001356274e-05,3054400,997971.7780206897,35.177241379310345
2,20140,49.0,116486.6016,59,5.78384317775571,4.021847070506455e-05,6.953589416072381e-06,1188260,1334609.24919344,29.69568
1,38582,85.0,1848878.5,61,47.920753200974545,0.0016728007879321966,3.490764806881578e-05,2353502,1996164.7493421054,56.04810526315789
1,25500,98.0,1213869.75,49,47.60273529411765,0.002168627450980392,4.555678234835327e-05,1249500,2628999.7780914395,34.69634241245136
3,35448,97.0,1379932.5,94,38.92835985104942,0.0017022116903633493,4.3726776490879083e-05,3332112,1996164.7493421054,56.04810526315789
3,41478,3.0,3035962.25,41,73.19451878104056,0.0018858189883793819,2.5764483731640602e-05,1700598,1334609.24919344,29.69568
1,39840,2.0,752104.0,36,18.878112449799197,0.0001315261044176707,6.967121568293747e-06,1434240,1334609.24919344,29.69568
1,40445,92.0,786253.6875,41,19.440071393250093,0.0007229571022376066,3.718901477330114e-05,1658245,997971.7780206897,35.177241379310345
1,23500,53.0,1137967.5,20,48.42414893617021,0.000565531914893617,1.1678716659307054e-05,470000,2274415.943082143,33.59196428571429
1,22420,82.0,1404253.75,49,62.63397636039251,0.0014179304192685103,2.2638358629984073e-05,1098580,2274415.943082143,33.59196428571429
3,25859,88.0,858780.625,34,33.21012510151205,0.0005762017092695,1.7350181834854507e-05,879206,2628999.7780914395,34.69634241245136
1,25600,1.0,1730600.625,42,67.6015869140625,0.0013382812499999998,1.9796595184980936e-05,1075200,1334609.24919344,29.69568
4,33385,89.0,1294615.25,8,38.77835105586341,0.00027048075483001346,6.975045288551945e-06,267080,2628999.7780914395,34.69634241245136
1,56884,71.0,1388345.125,56,24.406601592715,0.0006590605442655229,2.7003372090207037e-05,3185504,1334609.24919344,29.69568
1,32810,66.0,2017967.75,27,61.50465559280707,0.0014154221274001828,2.301325182228507e-05,885870,2274415.943082143,33.59196428571429
2,20022,80.0,657385.8125,55,32.8331741334532,0.0002287483767855359,6.96698941917004e-06,1101210,2628999.7780914395,34.69634241245136
2,36498,89.0,520011.8125,56,14.247679667379035,0.0004057756589402159,2.8480122266453325e-05,2043888,1418871.6024444446,33.09
4,24472,96.0,845044.125,9,34.531061008499506,0.00024272638117031712,7.029218740500681e-06,220248,2628999.7780914395,34.69634241245136
4,22365,71.0,727385.8125,37,32.52339872568746,0.0002266934942991281,6.9701661936113175e-06,827505,2628999.7780914395,34.69634241245136
4,30172,82.0,904059.875,22,29.963538214238365,0.00020880286358212913,6.968564996870367e-06,663784,2628999.7780914395,34.69634241245136
4,42500,100.0,241478.5938,89,5.681849265882353,3.952941176470588e-05,6.957138409508164e-06,3782500,1334609.24919344,29.69568
2,23500,26.0,1686405.0,48,71.76191489361702,0.001468936170212766,2.046957877852592e-05,1128000,2628999.7780914395,34.69634241245136
1,22282,93.0,579888.3125,50,26.02496690153487,0.0007481375100978369,2.874691495010947e-05,1114100,2628999.7780914395,34.69634241245136
2,37500,58.0,2235765.5,85,59.62041333333333,0.0011802666666666667,1.9796351629900363e-05,3187500,2628999.7780914395,34.69634241245136
3,23983,61.0,1164364.75,86,48.549587207605384,0.0013876495851227954,2.8582108828011156e-05,2062538,1996164.7493421054,56.04810526315789
1,24100,22.0,809870.8125,36,33.60459802904564,0.0012651452282157675,3.7647979812829715e-05,867600,1418871.6024444446,33.09
4,29722,64.0,1286817.375,33,43.29511388870197,0.00030179664894690805,6.970686108430888e-06,980826,2628999.7780914395,34.69634241245136
4,26048,78.0,1755788.5,33,67.40588528869779,0.0004699017199017199,6.971226887520906e-06,859584,2628999.7780914395,34.69634241245136
2,39497,9.0,1700057.375,61,43.04269628073018,0.0007160037471200345,1.663473269541859e-05,2409317,1334609.24919344,29.69568
2,27574,73.0,1211349.25,34,43.930849713498226,0.00030608544280844274,6.96743734311141e-06,937516,2628999.7780914395,34.69634241245136
1,24982,99.0,335245.0,51,13.419462012649108,9.366744055720118e-05,6.979969872779608e-06,1274082,2274415.943082143,33.59196428571429
5,43661,4.0,3936421.5,18,90.15875724330638,0.0018911614484322392,2.0975904130185245e-05,785898,2578887.625,52.905
3,48798,91.0,2472350.25,29,50.66499139308988,0.0003532931677527767,6.973122032365761e-06,1415142,2628999.7780914395,34.69634241245136
1,41615,69.0,1900006.25,50,45.65676438784092,0.0003183948095638592,6.973661270851083e-06,2080750,2274415.943082143,33.59196428571429
