NumberofFloors,PropertyGFABuilding(s)_log,LargestPropertyUseType,LargestPropertyUseTypeGFA,Latitude,Longitude,NumberOfPropertyUseTypes,BuildingAge,Age_x_Size_log,Floor_density,size_x_type_mean,PrimaryPropertyType_Distribution Center,PrimaryPropertyType_Hotel,PrimaryPropertyType_K-12 School,PrimaryPropertyType_Large Office,PrimaryPropertyType_Low-Rise Multifamily,PrimaryPropertyType_Medical Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated Warehouse,PrimaryPropertyType_Residence Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Self-Storage Facility,PrimaryPropertyType_Senior Care Community,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Supermarket / Grocery Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility,SiteEnergyUse(kBtu)
3,10.260182496274863,Residence Hall/Dormitory,22000.0,47.65711,-122.31409,2,23,13.395676712204013,9524.0,31337.166666666668,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2717863.25
2,10.354117212598666,Worship Facility,30000.0,47.68752,-122.29852,1,16,13.126705934838448,15693.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1128179.125
2,10.961607653402877,Office,55000.0,47.64834,-122.33188,1,4,12.347902014522768,28809.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2641681.75
3,11.26924751868317,Senior Care Community,58665.0,47.57188,-122.29531,2,35,14.824595580172582,26124.666666666668,49669.4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3321035.75
2,10.565763069428986,Non-Refrigerated Warehouse,16826.0,47.65742,-122.36736,2,9,12.762987646765206,19392.0,42790.2891566265,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1841154.25
5,10.59563423276249,Office,37120.0,47.60542,-122.3364,2,116,15.349224423868854,7992.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2178690.5
5,10.413312675968536,Non-Refrigerated Warehouse,24000.0,47.60528,-122.33627,2,116,15.1669028670749,6660.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,90558.70313
5,10.634315800063762,Performing Arts,41536.0,47.60547,-122.33118,1,108,15.316447027187982,8307.2,32501.333333333332,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2735166.0
3,10.814645132298535,K-12 School,49744.0,47.56504,-122.38455,1,51,14.746470765022861,16581.333333333332,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2096835.5
2,10.540487572473072,Worship Facility,19407.0,47.56342,-122.38509,2,93,15.073087065626328,18908.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1411305.5
1,10.254038784766838,Other - Recreation,26241.0,47.56263,-122.38196,3,68,14.473546489942944,28397.0,33288.375,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3343550.0
2,10.156655816956032,Supermarket/Grocery Store,25762.0,47.56197,-122.38109,1,70,14.405151059005393,12881.0,40548.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1906384.875
3,10.677915136047172,Office,45000.0,47.56175,-122.37835,1,35,14.233263197536585,14462.333333333334,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2686765.0
1,10.58025125384555,Supermarket/Grocery Store,19271.0,47.72178,-122.29498,3,37,14.191169166489773,39350.0,40548.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,267135.0938
1,10.391760771831608,Other,32590.0,47.72606,-122.28747,1,3,11.490373060499717,32590.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1361794.25
1,10.532096211958502,Non-Refrigerated Warehouse,61419.0,47.552,-122.32262,1,31,13.966083416443649,37500.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1811506.375
2,10.571316925111784,Medical Office,39000.0,47.60132,-122.30477,1,26,13.829413463133266,19500.0,31194.944444444445,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2615247.75
1,10.853290426942731,K-12 School,51704.0,47.58547,-122.3151,1,45,14.659952916713051,51704.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1799402.75
1,10.16277015046621,Distribution Center,19277.0,47.58513,-122.30645,3,47,14.01291775217627,25920.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1219744.75
1,10.145649109686099,Refrigerated Warehouse,25480.0,47.58528,-122.30595,1,63,14.288783836077632,25480.0,34953.666666666664,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,741287.1875
2,10.341742483467284,Non-Refrigerated Warehouse,31000.0,47.58482,-122.30501,1,46,14.170383879956379,15500.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2301043.75
1,10.300248220014145,Office,17804.0,47.58528,-122.305,2,55,14.307581405246617,29740.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1467060.25
1,10.053458079112422,Distribution Center,20736.0,47.58607,-122.30445,3,62,14.180592464157515,23236.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,433871.0
3,10.547313177763362,Office,29035.0,47.58579,-122.3034,3,7,12.493223326818676,12691.666666666666,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1921801.25
2,10.575666426659877,Office,35500.0,47.5859,-122.29957,1,46,14.404307823148972,19585.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2130673.75
1,9.903487552536127,Retail Store,20000.0,47.57403,-122.3336,1,102,14.528460365820399,20000.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,557863.6875
2,10.38591370178042,Non-Refrigerated Warehouse,32700.0,47.5741,-122.32541,1,61,14.496787565953731,16200.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,248616.0
1,10.19166950002956,Distribution Center,33987.0,47.56489,-122.3409,1,61,14.30254336420287,26680.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,243518.2031
1,10.358409269356885,Non-Refrigerated Warehouse,31521.0,47.56447,-122.35335,1,63,14.501543995748417,31521.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1788148.0
1,10.085809109330082,Non-Refrigerated Warehouse,20400.0,47.56982,-122.33479,2,65,14.26019637922572,24000.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1257033.5
1,9.994241915804592,Self-Storage Facility,21900.0,47.56487,-122.34181,1,64,14.153124999164264,21900.0,47629.375,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1333637.625
1,10.54547300900014,Non-Refrigerated Warehouse,21560.0,47.56897,-122.33617,3,55,14.552806194232613,38005.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,752093.625
1,10.479510855147508,Distribution Center,35579.0,47.5678,-122.33622,1,18,13.369882613043671,35579.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1096646.25
1,10.8187777840767,Distribution Center,49950.0,47.57382,-122.32672,1,41,14.532349850781006,49950.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,238969.7031
3,11.036146937843293,K-12 School,62078.0,47.6315,-122.30761,1,15,13.744197138945502,20692.666666666668,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1955013.5
2,10.026236017795181,Worship Facility,22612.0,47.63927,-122.4032,1,69,14.26034252239244,11306.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,731321.8125
2,10.565840417922663,Automobile Dealership,38787.0,47.72599,-122.29314,2,40,14.254719872036599,19393.5,49994.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3204685.5
1,10.326956285083867,Non-Refrigerated Warehouse,23545.0,47.55302,-122.33605,2,78,14.68366511177346,30545.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1577040.875
3,10.394855089644995,K-12 School,33550.0,47.63111,-122.35814,1,94,14.938149871915,10897.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,971990.3125
2,10.095222992690658,Worship Facility,26210.0,47.63159,-122.35839,1,53,14.065514906242779,12113.5,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1086678.125
1,10.203592144986466,Distribution Center,27000.0,47.54365,-122.30785,1,60,14.297936707208567,27000.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,651293.3125
2,9.960954252184457,Office,13945.0,47.64243,-122.32618,2,59,14.038491696090176,10591.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,361542.0938
3,10.148705658168648,Office,29392.0,47.64428,-122.32627,2,55,14.15603884340112,8519.333333333334,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,755618.1875
3,9.95788103636646,Residence Hall/Dormitory,21118.0,47.65014,-122.34424,1,28,13.290085546541663,7039.333333333333,31337.166666666668,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1361427.75
2,9.9281801651265,Office,20500.0,47.64866,-122.34509,1,116,14.681770356232864,10250.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1326178.125
2,10.147256921643994,Worship Facility,25521.0,47.67485,-122.29284,1,86,14.601604217897501,12760.5,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,605186.3125
1,10.051476430249577,K-12 School,23190.0,47.67485,-122.29284,1,30,13.452673811911733,23190.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1705515.25
1,9.936825612146638,Office,23100.0,47.68602,-122.35674,1,56,13.962177302881788,20678.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,770333.0
3,10.268824869553512,K-12 School,33780.0,47.68642,-122.35707,1,94,14.812119651823517,9606.666666666666,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2595783.5
2,10.23552138255841,Worship Facility,44816.0,47.51042,-122.26277,1,62,14.362655767603501,13938.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1829981.375
1,10.795260156596557,K-12 School,48789.0,47.63796,-122.34897,1,91,15.306119663113408,48789.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1298307.625
1,10.407439607358947,K-12 School,33105.0,47.55818,-122.28712,1,91,14.918299113875797,33105.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1725336.25
1,10.013238416495247,Non-Refrigerated Warehouse,22320.0,47.55374,-122.32498,1,39,13.676800062624894,22320.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,439065.9063
2,10.597359470410531,Office,31800.0,47.55316,-122.32616,2,34,14.123719995026692,20014.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1471914.25
2,10.250758416399567,Office,27185.0,47.55196,-122.32518,1,46,14.079399812888662,14152.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1269367.5
1,10.181119289134408,Other - Recreation,20560.0,47.55168,-122.32459,2,46,14.009760685623503,26400.0,33288.375,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,452612.5
1,10.228465409731605,Non-Refrigerated Warehouse,25000.0,47.55049,-122.32382,2,48,14.099666420639497,27680.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1778431.75
2,10.160916581816888,Office,23272.0,47.55145,-122.32635,2,47,14.011064183526946,12936.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1787119.0
2,10.160916581816888,Office,24988.0,47.55127,-122.32576,1,47,14.011064183526946,12936.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2399353.5
1,9.9281801651265,Non-Refrigerated Warehouse,21386.0,47.55127,-122.32576,1,47,13.778327766836558,20500.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,222600.0938
2,9.972827030614742,Office,21436.0,47.6557,-122.34682,1,58,14.03327004116116,10718.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,534703.6875
1,9.915070213779195,Office,7245.0,47.65205,-122.3218,3,18,12.805441971675359,20233.0,43853.04391891892,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,630250.125
3,10.056509023618531,Office,26295.0,47.64904,-122.34609,2,31,13.490496228103677,7769.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1126157.25
6,10.748926543438332,Self-Storage Facility,46580.0,47.61179,-122.3404,1,88,15.226263357916539,7763.333333333333,47629.375,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,710275.375
2,10.16277015046621,Retail Store,25920.0,47.61165,-122.34011,1,100,14.767940336454302,12960.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,478690.0938
2,10.16277015046621,Retail Store,38880.0,47.61236,-122.34144,1,97,14.737481128969593,12960.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1011667.5
2,10.16277015046621,Office,23995.0,47.61297,-122.34324,1,97,14.737481128969593,12960.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1793851.375
3,10.340806561758198,Other,30971.0,47.61109,-122.32721,1,96,14.905154753226034,10323.666666666666,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2823184.0
2,10.429398813720159,Non-Refrigerated Warehouse,18740.0,47.64965,-122.34913,3,89,14.9180351834523,16920.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2227638.25
5,10.230270138609823,Office,15908.0,47.65114,-122.34954,3,15,12.938320339712034,5546.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1291405.25
2,9.92896034850916,Retail Store,10155.0,47.65115,-122.35024,2,105,14.582920698666683,10258.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1021796.625
3,10.221213746336286,Retail Store,22218.0,47.65019,-122.35013,2,110,14.921694112128701,9160.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1215156.25
1,10.186106830645446,Distribution Center,26532.0,47.65214,-122.356,1,32,13.651842733445173,26532.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1934224.25
2,10.016280380011251,Office,19600.0,47.65186,-122.35531,2,35,13.571628441500664,11194.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,576405.125
1,10.33299465512453,Other,30730.0,47.65138,-122.35565,1,47,14.18314225683459,30730.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3050455.25
2,10.480100916840122,Office,36839.0,47.65297,-122.35839,2,30,13.881298298502276,17800.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2173143.75
3,11.03488966402723,Worship Facility,57200.0,47.64905,-122.36055,2,67,15.239582283418194,20666.666666666668,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1799664.125
2,10.069001991013701,Office,23600.0,47.64805,-122.35534,1,35,13.624350052503114,11800.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,776248.6875
3,10.598308331848083,Office,40067.0,47.64976,-122.35684,1,30,13.999505713510237,13355.666666666666,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2303732.75
3,9.878015886562459,Office,26419.0,47.64976,-122.35684,1,27,13.173852752566788,6499.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1074989.0
3,10.13705656933392,Office,25262.0,47.64976,-122.35684,1,37,13.747974481978146,8420.666666666666,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1469556.25
3,10.43722860087286,Office,32739.0,47.64901,-122.35516,1,36,14.020747539328969,11368.666666666666,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1619177.125
3,10.450018100922895,Office,34545.0,47.64934,-122.35592,1,36,14.033537039379006,11515.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2313978.75
3,11.160470177175679,Office,70296.0,47.64865,-122.35435,1,36,14.74398911563179,23432.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2782066.5
4,10.234157272787346,Office,27838.0,47.59979,-122.33339,1,114,14.970355721181841,6959.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1217509.125
1,9.915218475411827,Other - Recreation,20236.0,47.72288,-122.34065,1,55,13.922551660644297,20236.0,33288.375,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1965182.25
2,10.591999004691544,Office,27118.0,47.72004,-122.34418,2,65,14.766386274587182,19907.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2050600.75
1,10.78128690522831,Non-Refrigerated Warehouse,48112.0,47.72183,-122.34328,1,44,14.565476539146571,48112.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1485945.875
2,10.176373195745152,Office,26275.0,47.73387,-122.34722,2,15,12.884423396847362,13137.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1772188.5
1,10.170265140870399,Retail Store,26115.0,47.72337,-122.34373,1,18,13.060636898766564,26115.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1689372.625
1,10.167120242980383,Worship Facility,30044.0,47.6702,-122.32066,2,67,14.37181286237135,26033.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1149140.25
4,10.792612616337514,K-12 School,49468.0,47.64344,-122.3509,1,9,12.989837193673733,12165.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1881516.125
4,10.302129435296166,Residence Hall/Dormitory,29796.0,47.61283,-122.34392,1,107,14.974958269758073,7449.0,31337.166666666668,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2233262.0
